ALDH1A1	SATB1	0.02234941346705661
ALDH1A1	CCND1	0.002532925896264646
ALDH1A1	APC	0.06111623044818836
ALDH1A1	MYC	0.0065007789263677035
ALDH1A1	MST1	0.009127913208258048
ALDH1A1	CCNE1	0.007217536895026107
ALDH1A1	FBXO32	0.03040805330170149
ALDH1A1	ADRB2	0.07324113217848241
ALDH1A1	SNAI2	0.010335428937229246
ALDH1A1	SFRP1	0.008649345929742137
ALDH1A1	CIITA	0.01233904901853293
ALDH1A1	CDKN1A	0.002821395520849349
ALDH1A1	PAX8	0.03332056778686127
ALDH1A1	MMP2	0.005762540610902734
ALDH1A1	CPEB1	0.031181916516345876
ALDH1A1	HOXB13	0.019817833304460894
ALDH1A1	TWIST1	0.01666941353077421
ALDH1A1	ADAMTS1	0.028004175361335714
ALDH1A1	TP53	0.007712504972766345
ALDH1A1	AXL	0.03937702036015357
ALDH1A1	BRCA1	0.008420396944665726
ALDH1A1	CDH1	0.007434242852018267
ALDH1A1	FOXC1	0.012805678230843796
ALDH1A1	VDR	0.009753852228378244
CD22	NOS2	0.015378308352439744
CD22	FLI1	0.009999846612906461
CD22	PRKCE	0.041902389387127245
CD22	IL2RA	0.013536394580556116
CD22	MACROD1	0.011082123885976958
CD22	TBX21	0.02447779255379988
CD22	BCL6	0.014119736558134244
CD22	TLR3	0.019233658209736222
CD22	MMP9	0.006425558123089296
CD22	PRG2	0.019419128183109608
CD22	MME	0.007078577523622595
CD22	ITGAM	0.01953951359064841
CD22	TLR4	0.01601872203695616
CD22	MS4A1	0.01754151152565679
CD22	FCGRT	0.02919990955175444
CD22	CD40	0.029514068679422766
CD22	S100A10	0.03457914059506428
CD22	FAS	0.010001408441304652
CD22	CIITA	0.014065024089150911
CD22	MVP	0.04456431062385862
CD22	ZNF300	0.015421690384674638
CD22	WAS	0.01808561765195663
CD22	NCF2	0.01321671274571116
CD22	CDKN1A	0.0035721461250421103
CD22	JAK2	0.016714990991823234
CD22	MUC1	0.01731023516972677
CD22	EGFR	0.016906160653337613
CD22	MMP13	0.007027679181016859
CD22	MUC4	0.01154040590706908
CD22	BTK	0.03215430336573467
CD22	TNFSF13B	0.03783234862217412
CD22	TNFRSF11A	0.01715305494946477
CD22	ITGB2	0.015326420287796644
CD22	IL1R1	0.03013655971112398
CD22	TIMP1	0.015655864964670783
CD22	NOX5	0.01673949535523844
